form,kind,meaning,name,original,sex,source
form,Anglicized,"little rose",ROSHEEN,Róisín,female,Irish
form,Pet,rose,ROSIE,Rose,female,English
spelling,Variant,"weak horse",ROSLYN,Rosalyn,female,English
spelling,Variant,rose,ROSY,Rosie,female,English
spelling,Variant,"rowan tree",ROWANNE,Rowan,female,English
spelling,Variant,"famous joy",ROWINA,Rowena,female,Latin
form,Latin,dawn,ROXANA,Roušanak,female,Persian
form,French,dawn,ROXANE,Roxana,female,Latin
spelling,Variant,dawn,ROXANNA,Roxana,female,Latin
spelling,Variant,dawn,ROXANNE,Roxane,female,French
"pet form",English,dawn,ROXIE,Roxanne,female,French
spelling,Variant,dawn,ROXY,Roxie,female,English
form,Short,"weak horse",ROZ,Rosalind,female,English
spelling,Variant,"rose of grace",ROZANNE,Rosanne,female,English
spelling,Variant,ruby,RUBIE,Ruby,female,English
form,Elaborated,ruby,RUBINA,Ruby,female,English
spelling,Variant,red,RUBYE,Ruby,female,English
form,Pet,appearance,RUTHIE,Ruth,female,English
form,Feminine,"little queen",RYANA,"Ryan (""little king"")",female,English
spelling,Variant,"little queen",RYANNE,Ryana,female,English
form,Feminine,"rye meadow",RYLEE,"unisex Riley",female,English
"short form",English,"God is my oath",SABELLA,Isabella,female,Latin
form,Anglicized,sweet,SABINA,"Gaelic Sadhbh",female,Irish
"variant spelling",English,"thorny cactus",SABRYNA,Sabrina,female,Latin
"diminutive form","Old English","noble lady, princess",SADIE,Sarah,female,Hebrew
form,Pet,"saffron (the spice)",SAFFIE,Saffron,female,English
form,Short,"noble lady, princess",SAL,Sally,female,English
spelling,Variant,moon,SALENA,Selina,female,English
spelling,Variant,moon,SALINA,Selina,female,English
spelling,Variant,"noble lady, princess",SALLI,Sally,female,English
spelling,Variant,"noble lady, princess",SALLIE,Sally,female,English
form,Anglicized,peaceful,SALOME,"Salōmē",female,Greek
"short form",Unisex,"heard of God",SAM,"Samantha and Samuel, both",female,English
form,Pet,"heard of God",SAMMI,Samantha,female,English
spelling,Variant,"heard of God",SAMMIE,"unisex Sammy",female,English
"pet form",Unisex,"heard of God",SAMMY,"Samantha and Samuel, both",female,English
"pet form",English,"defender of mankind",SANDIE,Alexandra,female,Latin
form,Short,"defender of mankind",SANDRA,Alessandra,female,Italian
form,Anglicized,"noble lady, princess",SARA,Sarra,female,Greek
"elaborated form",English,"noble lady, princess",SARIAH,Sarah,female,Hebrew
spelling,Variant,"serene, tranquil",SARINA,Serena,female,English
"diminutive form",Scottish,"defender of mankind",SAUNDRA,Alexandra,female,Latin
spelling,Variant,savannah,SAVANNA,Savannah,female,English
form,Anglicized,city-person,SCHEHERAZADE,Shahrazad,female,Persian
form,Feminine,"God is gracious",SEANNA,Sean,female,English
form,Anglicized,"a rock",SELA,Cela,female,Hebrew
form,Anglicized,"a rock",SELAH,Cela,female,Hebrew
form,Anglicized,"God is gracious",SEONA,"Gaelic Seònaid",female,Scottish
form,Feminine,seventh,SEPTIMA,"Latin Septimus",female,Roman
"variant spelling",English,"serene, tranquil",SERINA,Serena,female,Latin
"variant spelling",English,"serene, tranquil",SERRENA,Serena,female,Latin
form,Pet,blind,SESSY,Cecily,female,English
"variant spelling",Feminine,hawk-like,SHAE,"unisex Shea, probably",female,English
form,Anglicized,"God is gracious",SHAN,Siân,female,Welsh
form,Anglicized,"God is gracious",SHANA,Siani,female,Welsh
form,Elaborated,"God is gracious",SHANENE,Shan,female,English
form,Elaborated,"God is gracious",SHANIA,Shan,female,English
form,Elaborated,"God is gracious",SHANICE,Shan,female,English
form,Elaborated,"God is gracious",SHANIKA,Shan,female,English
spelling,Variant,"God is gracious",SHANIQUA,Shanika,female,English
spelling,Variant,lily,SHANNA,Shannah,female,English
spelling,Variant,"old river",SHANNEN,"unisex Shannon",female,English
form,Pet,"stony place",SHANTAE,"Shantel or Shantelle",female,English
spelling,Variant,"stony place",SHANTEL,Chantel,female,English
form,Elaborated,"stony place",SHANTELLE,Shantel,female,English
"variant form",English,beautiful,SHAQUILA,Shakila,female,Arabic
spelling,Variant,"darling lake",SHARALYN,Sherilyn,female,English
spelling,Variant,darling,SHARI,Sherry,female,English
"variant form",English,cherry,SHARISE,Cerise,female,French
spelling,Variant,man,SHARLA,Charla,female,English
spelling,Variant,man,SHARLEEN,Charlene,female,English
spelling,Variant,man,SHARLENE,Sharleen,female,English
spelling,Variant,sing,SHARMAIN,Sharmaine,female,English
spelling,Variant,sing,SHARMAINE,Charmaine,female,English
form,Anglicized,"plain, level ground",SHARON,Sharown,female,Hebrew
form,Elaborated,"plain, level ground",SHARONA,Sharon,female,English
spelling,Variant,"plain, level ground",SHARRON,Sharon,female,English
spelling,Variant,"darling beryl",SHARYL,"Cheryl, probably",female,English
spelling,Variant,"plain, level ground",SHARYN,Sharon,female,English
form,Feminine,"God is gracious",SHAUNA,Shaun,female,English
form,Anglicized,"God is gracious",SHAVONNE,"Gaelic Siobhán",female,Irish
form,Feminine,"God is gracious",SHAWNA,Shawn,female,English
form,Elaborated,"God is gracious",SHAWNDA,Shawna,female,English
spelling,Variant,hawk-like,SHAY,"unisex Shea",female,English
spelling,Variant,hawk-like,SHAYE,"unisex Shea",female,English
spelling,Variant,blind,SHAYLA,Sheila,female,English
form,Feminine,"God is gracious",SHAYNE,Shane,female,English
form,Anglicized,oath,SHEBAH,Shibah,female,Hebrew
form,Anglicized,blind,SHEELAGH,"Gaelic Síle",female,Irish
form,Anglicized,"God is gracious",SHEENA,"Gaelic Síne",female,Irish
form,Anglicized,"God is gracious",SHEENAGH,"Gaelic Síne",female,Irish
form,Anglicized,blind,SHEILA,"Gaelic Síle",female,Irish
spelling,Variant,blind,SHELAGH,Sheelagh,female,English
"variant form",English,moon,SHELENA,Selena,female,Latin
form,Variant,blind,SHELIA,Sheila,female,English
form,Short,"clearing near a ledge/slope",SHELL,"unisex Shelley",female,English
form,Anglicized,peaceful,SHELOMITH,Shelomiyth,female,Hebrew
spelling,Variant,"God is gracious",SHENA,Sheena,female,English
spelling,Variant,"God is gracious",SHEONA,Seona,female,English
form,Anglicized,kinswoman,SHERAH,She'era,female,Hebrew
spelling,Variant,darling,SHEREE,Sherry,female,English
spelling,Variant,darling,SHERI,Sherry,female,English
spelling,Variant,darling,SHERIE,Sherry,female,English
spelling,Variant,"darling beryl",SHERILL,Cheryl,female,English
spelling,Variant,"darling lake",SHERILYN,Cherilyn,female,English
spelling,Variant,"bright clearing",SHERLEY,Shirley,female,English
spelling,Variant,darling,SHERRI,Sherrie,female,English
spelling,Variant,darling,SHERRIE,Sherry,female,English
spelling,Variant,darling,SHERRY,Cherie,female,English
spelling,Variant,"darling beryl",SHERYL,Cheryl,female,English
spelling,Variant,"darling beryl",SHERYLL,Cheryl,female,English
form,Anglicized,"God is gracious",SHEVAUN,"Gaelic Siobhán",female,Irish
spelling,Variant,"God is gracious",SHEVON,Shevaun,female,English
spelling,Variant,"bright clearing",SHIRLEE,Shirley,female,English
form,Anglicized,"God is gracious",SHONA,"Gaelic Seònaid",female,Scottish
spelling,Variant,"God is gracious",SHONDA,Shawnda,female,English
form,Short,peaceful,SHULAMIT,Shulamite,female,English
form,Anglicized,peaceful,SHULAMITE,Shuwlammiyth,female,Hebrew
spelling,Variant,peaceful,SHULAMMITE,Shulamite,female,English
form,Variant,blind,SHYLA,Sheila,female,English
form,Short,prophetess,SIBYL,Sibylla,female,Greek
spelling,Variant,reddish-orange,SIENA,Sienna,female,English
form,Feminine,"from the forest",SILVIA,"Latin Silvius",female,Roman
spelling,Variant,"woman from Kynthos",SINDY,Cindy,female,English
spelling,Variant,blind,SISSIE,Sissy,female,English
form,Pet,blind,SISSY,Cecily,female,English
form,Anglicized,sweet,SIVE,"Gaelic Sadhbh",female,Irish
spelling,Variant,"protection, shelter",SKUYLER,"unisex Skyler",female,English
spelling,Variant,cloud,SKYE,"unisex Sky",female,English
spelling,Variant,"protection, shelter",SKYLAR,"unisex Schuyler",female,English
spelling,Variant,"protection, shelter",SKYLER,"unisex Skylar",female,English
spelling,Variant,"little raider",SLOAN,"unisex Sloane",female,English
spelling,Variant,wisdom,SOFIA,Sophia,female,Greek
spelling,Variant,summer,SOMMER,Summer,female,English
"variant form",English,"defender of mankind",SONDRA,Sandra,female,Italian
form,French,wisdom,SOPHIE,Sophia,female,Greek
"variant spelling",English,wisdom,SOPHY,Sophie,female,French
"variant spelling",Feminine,resurrection,STACEE,"unisex Stacey",female,English
"variant spelling",Feminine,resurrection,STACI,"unisex Stacey",female,English
form,Short,fruitful,STACIA,Eustacia,female,English
"variant spelling",Feminine,resurrection,STACIE,"unisex Stacey",female,English
spelling,Variant,resurrection,STACY,"unisex Stacey",female,English
form,Elaborated,star,STARLA,Star,female,English
spelling,Variant,star,STARR,Star,female,English
spelling,Variant,crown,STEF,"unisex Steph",female,English
spelling,Variant,crown,STEFANIE,Stephanie,female,English
form,Pet,crown,STEFFIE,Stefanie,female,English
"short form",Unisex,crown,STEPH,"Stephen and Stephanie, both",female,English
"variant spelling",Modern,crown,STEPHANI,Stephanie,female,English
form,Feminine,crown,STEPHANIA,Stephanus,female,Latin
form,Feminine,crown,STEPHANIE,Stephen,female,English
"variant spelling",Modern,crown,STEPHANY,Stephanie,female,English
form,Feminine,crown,STEPHENIE,Stephen,female,English
form,Feminine,crown,STEVANIA,Steven,female,English
"pet form",Unisex,crown,STEVIE,"Steven and Stevania, both",female,English
spelling,Variant,stormy,STORMIE,Stormy,female,English
form,Short,lily,SUE,Susan,female,English
form,Pet,lily,SUKIE,Susan,female,English
form,Short,lily,SUSAN,Susannah,female,English
spelling,Variant,lily,SUSANA,Susanna,female,Latin
form,Latin,lily,SUSANNA,Sousánna,female,Greek
form,English,lily,SUSANNAH,Susanna,female,Latin
form,Pet,lily,SUSE,Susannah,female,English
form,Pet,lily,SUSIE,Susannah,female,English
spelling,Variant,lily,SUZAN,Susan,female,English
spelling,Variant,lily,SUZANNA,Susannah,female,English
form,French,lily,SUZANNE,Susanna,female,Latin
form,Pet,lily,SUZETTE,Suzanne,female,French
spelling,Variant,lily,SUZIE,Susie,female,English
spelling,Variant,lily,SUZY,Suzie,female,English
form,English,prophetess,SYBELLA,Sibylla,female,Greek
form,English,prophetess,SYBIL,Sibyl,female,Greek
form,English,prophetess,SYBILLA,Sibylla,female,Greek
form,Short,"St Denis",SYD,"unisex Sydney",female,English
form,Feminine,"St Denis",SYDNE,"unisex Sydney",female,English
spelling,Variant,"St Denis",SYDNEY,"unisex Sidney",female,English
form,Feminine,"St Denis",SYDNIE,"unisex Sydney",female,English
spelling,Variant,"from the forest",SYLVIA,"Latin Silvia",female,Roman
"variant spelling",English,"female gazelle",TABATHA,Tabitha,female,Greek
"pet form",English,"female gazelle",TABBY,Tabitha,female,Greek
spelling,Variant,"light brown, tawny",TAHNEE,Tawny,female,English
"variant spelling",English,"damsel, maiden",TALETTA,Talitha,female,Aramaic
form,Anglicized,"princess of abundance",TALLULA,"Gaelic Tuilelaith",female,Irish
spelling,Variant,"princess of abundance",TALLULAH,Tallula,female,English
spelling,Variant,"princess of abundance",TALULLA,Tallula,female,English
spelling,Variant,"princess of abundance",TALULLAH,Tallula,female,English
spelling,Variant,friendly,TAMEKA,Tamika,female,English
spelling,Variant,"palm tree",TAMI,Tammy,female,English
"variant spelling",English,"palm tree",TAMMARA,Tamara,female,Russian
spelling,Variant,"palm tree",TAMMIE,Tammy,female,English
"pet form",English,"palm tree",TAMMY,Tamara,female,Russian
"contracted form",English,"palm tree",TAMRA,Tamara,female,Russian
"variant spelling",English,twin,TAMSEN,Tamsin,female,Cornish
form,English,twin,TAMSON,Tamsin,female,Cornish
form,English,twin,TAMSYN,Tamsin,female,Cornish
form,English,twin,TAMZEN,Tamsin,female,Cornish
"pet form",English,father,TANIA,"Tatiana, probably",female,Latin
spelling,Variant,"tansy flower",TANZI,Tansy,female,English
spelling,Variant,"tansy flower",TANZY,Tansy,female,English
"feminine form",English,delay,TARAH,Terach,female,Hebrew
form,Elaborated,hill,TARINA,Tara,female,English
spelling,Variant,"light brown, tawny",TAWNEE,Tawny,female,English
spelling,Variant,"light brown, tawny",TAWNIE,Tawny,female,English
spelling,Variant,"cutter of cloth, tailor",TAYLER,"unisex Taylor",female,English
spelling,Variant,blue-green,TEALE,Teal,female,English
"unisex form",English,delay,TERAH,Terach,female,Hebrew
spelling,Variant,harvester,TERESA,Theresa,female,Spanish
"pet form",English,harvester,TERI,Teresa,female,Spanish
spelling,Variant,harvester,TERRI,Terrie,female,English
"pet form",English,harvester,TERRIE,Teresa,female,Spanish
spelling,Variant,harvester,TERRY,Terrie,female,English
form,Short,harvester,TESS,Tessa,female,English
"pet form",English,harvester,TESSA,Teresa,female,Spanish
"pet form",English,harvester,TESSIE,Teresa,female,Spanish
form,Pet,"God is my oath",TETTY,Elizabeth,female,English
form,Pet,"gift of God",THEA,Theodora,female,English
form,Pet,"gift of God",THEDA,Theodora,female,English
form,Contracted,harvester,THERESA,Therasia,female,Spanish
form,Feminine,twin,THOMASINE,Thomas,female,English
form,Anglicized,strength,THRUD,"Norse Þrúðr",female,Old
spelling,Variant,pleasantness,THYRZA,Tirzah,female,English
"short form",English,believer,TIANA,Christiana,female,Latin
spelling,Variant,believer,TIANNA,Tiana,female,English
"pet form",English,gazelle,TIBBY,Tabitha,female,Greek
"variant spelling",Modern,"manifestation of God",TIFFANI,Tiffany,female,English
form,"Medieval English","manifestation of God",TIFFANY,Theophania,female,Greek
"variant spelling",Modern,"manifestation of God",TIFFINY,Tiffany,female,English
spelling,Variant,hope,TIKVA,"unisex Tikvah",female,English
form,Anglicized,hope,TIKVAH,"unisex Tiqvah",female,Hebrew
form,Short,"mighty in battle",TILDA,Matilda,female,English
form,Short,"mighty in battle",TILL,Tilly,female,English
spelling,Variant,"mighty in battle",TILLIE,Tilly,female,English
form,Pet,"mighty in battle",TILLY,Matilda,female,English
form,Feminine,"to honor God",TIMOTHEA,Timothy,female,English
spelling,Variant,"manifestation of God",TIPHANIE,Tiffany,female,English
form,Anglicized,pleasantness,TIRZAH,Tirtsah,female,Hebrew
form,Short,happiness,TISHA,Latisha,female,English
form,Pet,happiness,TITTY,Letitia,female,English
"pet form",English,invaluable,TONI,Antonia,female,Latin
equivalent,English,invaluable,TONYA,"Tonia, a short form of Latin Antonia",female,Italian/Spanish
spelling,Variant,topsail,TOPSEY,Topsy,female,English
spelling,Variant,topsail,TOPSIE,Topsy,female,English
"short form",English,conqueror,TORI,Victoria,female,Latin
"short form",English,conqueror,TORIA,Victoria,female,Latin
"pet form",English,man,TOTTIE,Charlotte,female,French
spelling,Variant,man,TOTTY,Tottie,female,English
form,Short,"place of Thracius",TRACE,"unisex Tracy",female,English
"variant spelling",Feminine,"place of Thracius",TRACEE,"unisex Tracy",female,English
spelling,Variant,"place of Thracius",TRACEY,"unisex Tracy",female,English
"variant spelling",Feminine,"place of Thracius",TRACI,"unisex Tracy",female,English
"variant spelling",Feminine,"place of Thracius",TRACIE,"unisex Tracy",female,English
spelling,Variant,"patrician, of noble descent",TRECIA,Tricia,female,English
form,Variant,"patrician, of noble descent",TRESHA,Tricia,female,English
"short form",English,"patrician, of noble descent",TRICIA,Patricia,female,Latin
form,Short,pure,TRINA,Catrina,female,English
form,Short,"patrician, of noble descent",TRISH,Trisha,female,English
spelling,Variant,"patrician, of noble descent",TRISHA,Tricia,female,English
"feminine form",English,"riot, tumult",TRISTA,"Tristan, probably",female,French
form,Short,"voyager (through life)",TRIX,Beatrix,female,English
form,Pet,"voyager (through life)",TRIXIE,Trix,female,English
spelling,Variant,"spear strength",TRUDI,Trudy,female,English
spelling,Variant,"spear strength",TRUDIE,Trudy,female,English
"pet form",English,"spear strength",TRUDY,Gertrude,female,German
form,Pet,"wolf power",ULA,Ulrica,female,English
form,Feminine,"wolf power",ULRICA,"English Ulric",female,Middle
form,Anglicized,"famine, hunger",UNA,"Gaelic Úna, probably",female,Irish
"variant spelling",English,"good victory",UNICE,Eunice,female,Latin
form,Feminine,"of the city",URBANA,Urban,female,English
spelling,Variant,"of the city",URBANNA,Urbana,female,English
form,Feminine,"flame of God",URIELA,Uriel,female,English
spelling,Variant,"flame of God",URIELLA,Uriela,female,English
"variant spelling",English,"little she-bear",URSELLA,Ursula,female,Latin
"short form",Unisex,"healthy, strong",VAL,"Valentine and Latin Valentina, both",female,English
"variant spelling",English,"to be healthy, to be strong",VALARIE,"Latin Valerie",female,Roman
"variant spelling",English,"to be healthy, to be strong",VALARY,"Latin Valerie",female,Roman
form,Feminine,"healthy, strong",VALENTINE,Valentin,female,French
form,English,"to be healthy, to be strong",VALERIE,Valérie,female,French
spelling,Variant,"to be healthy, to be strong",VALORIE,Valerie,female,English
form,Short,"elf friend",VENA,"English Alvena",female,Middle
"variant spelling",English,"to fear, to respect",VERINA,Verena,female,Swiss/German
form,Feminine,"place of alder trees",VERNA,Vernon,female,English
form,Latin,"bringer of victory",VERONICA,"Greek Berenike",female,Macedonian
form,Anglicized,present,VERTHANDI,"Norse Verðandi",female,Old
form,Short,"violet color",VI,Violet,female,English
"contracted form",English,"alive; animated; lively",VIANNE,Viviane,female,French
spelling,Variant,conqueror,VICKI,Vickie,female,English
"pet form",English,conqueror,VICKIE,Victoria,female,Latin
"pet form",English,conqueror,VICKY,Victoria,female,Latin
form,Short,beloved,VINA,Davina,female,English
spelling,Variant,"maiden, virgin",VIRGEE,Virgie,female,English
"pet form",English,"maiden, virgin",VIRGIE,Virginia,female,Latin
form,Feminine,"maiden, virgin",VIRGINIA,"Latin Virginius",female,Roman
form,English,"alive; animated; lively",VIVIAN,Viviane,female,French
spelling,Variant,"alive; animated; lively",VIVIEN,Vivian,female,English
spelling,Variant,"alive, animated, lively",VIVYAN,Vivian,female,English
form,Pet,"yew tree",VONNIE,Evonne,female,English
form,Variant,friend,WENDA,Wendy,female,English
spelling,Variant,friend,WENDI,Wendy,female,English
"variant spelling",English,"firstborn daughter",WENONA,"American Dakota Winona",female,Native
spelling,Variant,"firstborn daughter",WENONAH,Wenona,female,English
form,Feminine,"desires peace",WILFREDA,"English Wilfred",female,Middle
form,Feminine,will-helmet,WILLA,Will,female,English
form,Feminine,will-helmet,WILMA,William,female,English
form,Short,"holy reconciliation",WIN,"Winfred and Winifred, both",female,English
form,Anglicized,"holy reconciliation",WINIFRED,Gwenfrewi,female,Welsh
form,Pet,"holy reconciliation",WINNIE,Winifred,female,English
form,Elaborated,"holy reconciliation",WYNNE,Win,female,English
"variant spelling",English,"firstborn daughter",WYNONNA,"American Dakota Winona",female,Native
spelling,Variant,winter,WYNTER,Winter,female,English
form,Feminine,"foreigner; stranger",XENA,Xenon,female,Greek
form,Elaborated,forest-dweller,XYLINA,Xylia,female,English
"pet form",Unisex,"God is gracious",YANNIC,Yann,female,Breton
spelling,Variant,"God is gracious",YANNICK,"unisex Yannic",female,Breton
"variant form",English,alive,YIESHA,Aisha,female,Arabic
"variant form",English,alive,YIESHAH,Aisha,female,Arabic
form,English,"violet flower",YOLANDA,Yolande,female,French
spelling,Variant,"violet flower",YOLONDA,Yolanda,female,English
form,Feminine,"yew tree",YVETTE,Yves,female,French
form,Feminine,"yew tree",YVONNE,Yvon,female,French
"short form",English,"defender of mankind",ZANDRA,Alexandra,female,Latin
spelling,Variant,savannah,ZAVANNA,Zavannah,female,English
spelling,Variant,savannah,ZAVANNAH,Savannah,female,English
form,Short,"gray battle maid",ZELDA,Griselda,female,German
spelling,Variant,zealous,ZELLA,Zelia,female,English
"variant spelling",English,"divine helmet",ZELMA,Selma,female,German
form,Anglicized,balsam,ZERUIAH,Tseruwyah,female,Hebrew
form,Anglicized,"a plant",ZIBA,Tsiyba,female,Hebrew
form,Anglicized,"a female gazelle",ZIBIA,Tsibya,female,Hebrew
form,Anglicized,"a female gazelle",ZIBIAH,Tsibyah,female,Hebrew
spelling,Variant,"shade, shadow",ZILLA,Zillah,female,English
form,Anglicized,"shade, shadow",ZILLAH,Tsillah,female,Hebrew
form,Anglicized,bird,ZIPPORAH,Tsipporah,female,Hebrew
form,English,life,ZOEY,Zoe,female,Greek
spelling,Variant,life,ZOIE,Zoey,female,English
spelling,Variant,life,ZOWIE,Zoey,female,English
spelling,Variant,light-bringer,AARAN,Aaron,male,English
spelling,Variant,light-bringer,AAREN,Aaron,male,English
form,English,light-bringer,AARON,"Aarōn (Hebrew Aharon)",male,Greek
spelling,Variant,light-bringer,AARRON,Aaron,male,English
form,Short,"father of light",AB,Abner,male,English
form,Anglicized,"destruction, ruination",ABADDON,"Abaddōn",male,Greek
spelling,Variant,"abbot, father, priest",ABBOT,Abbott,male,English
form,Anglicized,"servant, worshiper",ABDON,Abdown,male,Hebrew
form,Short,"father of a multitude",ABE,Abraham,male,Hebrew
spelling,Variant,vanity,ABELL,Abel,male,English
form,Anglicized,"Yahweh is my father",ABIA,"unisex Abiyah",male,Hebrew
form,Anglicized,"Yahweh is my father",ABIAH,"unisex Abiyah",male,Hebrew
form,Anglicized,"father of knowledge",ABIDA,Abiyda,male,Hebrew
spelling,Variant,"father of knowledge",ABIDAH,Abida,male,English
form,Anglicized,"my father is judge",ABIDAN,Abiydan,male,Hebrew
form,Anglicized,"El (God) is (my) father",ABIEL,Abiy'el,male,Hebrew
form,Anglicized,"father of might",ABIHAIL,"unisex Abiyhayil",male,Hebrew
form,Anglicized,"he is (my) father",ABIHU,Abiyhuw,male,Hebrew
form,Anglicized,"Yahweh is my father",ABIJAH,"unisex Abiyah",male,Hebrew
form,Anglicized,"my father is El (God)",ABIMAEL,Abiyma'el,male,Hebrew
form,Anglicized,"Melek is father",ABIMELECH,Abiymelek,male,Hebrew
form,Anglicized,"father of pleasantness",ABINOAM,Abiyno'am,male,Hebrew
form,Anglicized,"my father is exalted",ABIRAM,Abiyram,male,Hebrew
form,Anglicized,"my father is Jesse",ABISHAI,Abiyshay,male,Hebrew
form,Anglicized,"father of peace",ABISHALOM,Abiyshalowm,male,Hebrew
form,Anglicized,"my father is majesty",ABIUD,Abioud,male,Greek
spelling,Variant,vanity,ABLE,Abel,male,English
"variant spelling",English,"father of light",ABNAR,Abner,male,Hebrew
"variant spelling",English,"father of light",ABNOR,Abner,male,Hebrew
"variant spelling",English,"father of light",ABNUR,Abner,male,Hebrew
spelling,Variant,father,ABOT,Abbott,male,English
spelling,Variant,father,ABOTT,Abbott,male,English
form,Contracted,"father of peace",ABSALOM,Abishalom,male,English
form,Pet,"number one",ACER,Ace,male,English
form,Pet,"number one",ACEY,Ace,male,English
form,Anglicized,"one who troubles",ACHAN,Akan,male,Hebrew
form,Anglicized,"one who troubles",ACHAR,Akar,male,Hebrew
form,Pet,"number one",ACIE,Ace,male,English
form,Short,"oak meadow",ACKE,Ackerley,male,English
spelling,Variant,"oak meadow",ACKERLEA,Ackerley,male,English
spelling,Variant,"oak meadow",ACKERLY,Ackerley,male,English
spelling,Variant,"oak meadow",ACKLEA,Ackley,male,English
form,Contracted,"oak meadow",ACKLEY,Ackerley,male,English
spelling,Variant,"oak meadow",ACKLIE,Ackley,male,English
form,Anglicized,"I shall be drawn up of God",ADALIA,"Adalya, of Persian derivation",male,Hebrew
spelling,Variant,"I shall be drawn up of God",ADALIAH,Adalia,male,English
"variant spelling",English,"the ford of the oaks",ADARE,Adair,male,Scottish
"variant spelling",English,earth,ADDAM,Adam,male,Hebrew
form,Anglicized,fire,ADEN,"Áedán",male,Gaelic
spelling,Variant,"soft, delicate",ADENO,Adino,male,English
form,Anglicized,"dainty, delicate",ADIN,Adiyn,male,Hebrew
form,Anglicized,slender,ADINA,"unisex Adiyna",male,Hebrew
form,Anglicized,"soft, delicate",ADINO,Adiynow,male,Hebrew
spelling,Variant,"son of Adam",ADISON,"unisex Addison",male,English
spelling,Variant,"son of Adam",ADISSON,"unisex Addison",male,English
form,Anglicized,"justice of God",ADLAI,Adlay,male,Hebrew
form,English,"noble wolf",ADOLPH,Adolphus,male,Latin
spelling,Variant,"my Lord is Jehovah",ADONIA,Adonijah,male,English
form,Anglicized,"my Lord is Jehovah",ADONIJAH,Adoniyah,male,Hebrew
form,Anglicized,"brother of father; uncle",AHAB,Ach'ab,male,Hebrew
form,Anglicized,"God holds",AHAZIAH,Achazyah,male,Hebrew
spelling,Variant,"lord of horses",AHEARN,Ahern,male,English
spelling,Variant,"lord of horses",AHERIN,Ahern,male,English
spelling,Variant,"lord of horses",AHERNE,Ahern,male,English
form,Anglicized,"mother's brother",AHIAM,Achiyam,male,Hebrew
form,Anglicized,brotherly,AHIAN,Achyan,male,Hebrew
form,Anglicized,"brother of height",AHIRAM,Achiyram,male,Hebrew
form,Anglicized,falcon,AIAH,"unisex Ayah",male,Hebrew
form,Anglicized,"little fire",AIDAN,"Áedán",male,Gaelic
spelling,Variant,"little fire",AIDEN,Aidan,male,English
"variant spelling",English,home-ruler,AIMEREY,Aimery,male,French
"variant spelling",English,home-ruler,AIMERY,"French Aimeri",male,Norman
form,Anglicized,"nobility of faith",ALADDIN,"Ala Al-din",male,Arabic
"variant spelling",English,"little rock",ALANN,Alan,male,Celtic
form,Pet,"like Albus",ALBY,Alban,male,English
spelling,Variant,"old friend",ALDEN,"English Aldin",male,Middle
spelling,Variant,"old river-ford",ALDFORD,"English Alford",male,Old
spelling,Variant,"old friend",ALDIN,"English Aldine",male,Middle
spelling,Variant,"from the old house",ALDIS,"English Aldous",male,Old
spelling,Variant,"old friend",ALDON,"English Alden",male,Middle
spelling,Variant,"from the old house",ALDUS,"English Aldous, probably",male,Old
spelling,Variant,"old friend",ALDWEN,"English Aldwin",male,Middle
form,Short,"defender of mankind",ALEC,Alexander,male,English
form,Short,"defender of mankind",ALECK,Alexander,male,English
"variant spelling",English,"little rock",ALEN,Alan,male,Celtic
"variant spelling",English,"all-powerful; ruler of all",ALERIC,Alaric,male,Visigothic
"variant spelling",English,"all-powerful; ruler of all",ALERICK,Alaric,male,Visigothic
form,Anglicized,"defender of mankind",ALEXANDER,"Alexandrus (Greek Alexandros)",male,Latin
form,Short,"elf counsel",ALF,Alfred,male,English
form,Pet,"elf counsel",ALFIE,Alfred,male,English
spelling,Variant,"elf counsel",ALFRID,Alfred,male,English
form,Pet,"elf counsel",ALFY,Alfred,male,English
form,Short,"defender of mankind",ALIC,Alexander,male,English
form,Short,"defender of mankind",ALICK,Alexander,male,English
form,Short,"defender of mankind",ALIK,Alexander,male,English
spelling,Variant,"defender of mankind",ALIX,"unisex Alex",male,English
"variant spelling",English,"little rock",ALLAN,Alan,male,Celtic
spelling,Variant,"noble strength",ALLARD,"English and Old French Aillard",male,Middle
"variant spelling",English,"all-powerful; ruler of all",ALLARIC,Alaric,male,Visigothic
"variant spelling",English,"all-powerful; ruler of all",ALLARICK,Alaric,male,Visigothic
form,Anglicized,"defender of mankind",ALLASTER,Alaster,male,Gaelic
form,Anglicized,"defender of mankind",ALLASTIR,Alaster,male,Gaelic
"variant spelling",English,"little rock",ALLEN,Alan,male,Celtic
"variant spelling",English,"all-powerful; ruler of all",ALLERIC,Alaric,male,Visigothic
"variant spelling",English,"all-powerful; ruler of all",ALLERICK,Alaric,male,Visigothic
spelling,Variant,"elf spear",ALLGAR,"English Algar",male,Middle
spelling,Variant,"elf spear",ALLGER,"English Algar",male,Middle
"variant spelling",English,"little rock",ALLIN,Alan,male,Celtic
form,Anglicized,"defender of mankind",ALLISTAIR,"Gaelic Alastair",male,Scottish
form,Anglicized,"defender of mankind",ALLISTER,Alaster,male,Gaelic
form,Anglicized,"defender of mankind",ALLISTIR,Alaster,male,Gaelic
form,Anglicized,"oak tree",ALLON,Allown,male,Hebrew
"variant spelling",English,"all-powerful; ruler of all",ALLRIC,Alaric,male,Visigothic
"variant spelling",English,"little rock",ALLYN,Alan,male,Celtic
