"id","name","derivation","form","kind","meaning","original","sex","source"
"1864","Judah","Anglicized form of Hebrew Yehuwdah: praised","form","Anglicized","praised","Yehuwdah","male","Hebrew"
"1865","Judi","Variant spelling of English Judy: Jewess","spelling","Variant","Jewess","Judy","female","English"
"1866","Judie","Variant spelling of English Judy: Jewess","spelling","Variant","Jewess","Judy","female","English"
"1867","Judith","Anglicized form of Hebrew Yehuwdiyth: Jewess","form","Anglicized","Jewess","Yehuwdiyth","female","Hebrew"
"1868","Judy","Pet form of English Judith: Jewess","form","Pet","Jewess","Judith","female","English"
"1869","Jules","Pet form of Roman Latin Julia: descended from Jupiter (Jove)","form","Pet","descended from Jupiter (Jove)","Latin Julia","female","Roman"
"1870","Jules","French form of Roman Latin Julius: descended from Jupiter (Jove)","form","French","descended from Jupiter (Jove)","Latin Julius","male","Roman"
"1871","Juli","English variant spelling of French Julie: descended from Jupiter (Jove)","variant spelling","English","descended from Jupiter (Jove)","Julie","female","French"
"1872","Julia","Feminine form of Roman Latin Julius: descended from Jupiter (Jove)","form","Feminine","descended from Jupiter (Jove)","Latin Julius","female","Roman"
"1873","Julian","Short form of Roman Latin Julianus: descended from Jupiter (Jove)","form","Short","descended from Jupiter (Jove)","Latin Julianus","male","Roman"
"1874","Juliana","Feminine form of Roman Latin Julianus: descended from Jupiter (Jove)","form","Feminine","descended from Jupiter (Jove)","Latin Julianus","female","Roman"
"1875","Julianne","English feminine form of Roman Latin Julianus: descended from Jupiter (Jove)","feminine form","English","descended from Jupiter (Jove)","Latin Julianus","female","Roman"
"1876","Julie","French form of Roman Latin Julia: descended from Jupiter (Jove)","form","French","descended from Jupiter (Jove)","Latin Julia","female","Roman"
"1877","Juliet","Pet form of French Julie: descended from Jupiter (Jove)","form","Pet","descended from Jupiter (Jove)","Julie","female","French"
"1878","Juliette","Pet form of French Julie: descended from Jupiter (Jove)","form","Pet","descended from Jupiter (Jove)","Julie","female","French"
"1879","Julyan","English form of Roman Latin Julian: descended from Jupiter (Jove)","form","English","descended from Jupiter (Jove)","Latin Julian","male","Roman"
"1880","Justin","English form of Roman Latin Justinus: fair, just","form","English","fair, just","Latin Justinus","male","Roman"
"1881","Justina","Feminine form of Roman Latin Justinus: fair, just","form","Feminine","fair, just","Latin Justinus","female","Roman"
"1882","Justine","Feminine form of English Justin: fair, just","form","Feminine","fair, just","Justin","female","English"
"1883","Justy","Unisex pet form of English Justin and Justine, both: fair, just","pet form","Unisex","fair, just","Justin and Justine, both","female","English"
"1884","Justy","Unisex pet form of English Justin and Justine, both: fair, just","pet form","Unisex","fair, just","Justin and Justine, both","male","English"
"1885","Kacey","Variant spelling of English Casey: she who entangles men","spelling","Variant","she who entangles men","Casey","female","English"
"1886","Kacie","Variant spelling of English Kacey: she who entangles men","spelling","Variant","she who entangles men","Kacey","female","English"
"1887","Kaden","Variant spelling of English Caden, probably: little battle","spelling","Variant","little battle","Caden, probably","male","English"
"1888","Kadence","Feminine variant spelling of English unisex Cadence: flow of rhythm","variant spelling","Feminine","flow of rhythm","unisex Cadence","female","English"
"1889","Kae","Variant spelling of English Kay: lord","spelling","Variant","lord","Kay","male","English"
"1890","Kaelea","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1891","Kaelee","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1892","Kaety","Variant spelling of English Katie: pure","spelling","Variant","pure","Katie","female","English"
"1893","Kailee","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1894","Kailey","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1895","Kailyn","Variant spelling of English Kaylyn: girl","spelling","Variant","girl","Kaylyn","female","English"
"1896","Kaitlyn","Variant spelling of English Kaitlin: pure","spelling","Variant","pure","Kaitlin","female","English"
"1897","Kaitlynn","Variant spelling of English Kaitlin: pure","spelling","Variant","pure","Kaitlin","female","English"
"1898","Kaleigh","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1899","Kaley","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1900","Kalie","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1901","Kalla","Variant spelling of English Calla: beauty","spelling","Variant","beauty","Calla","female","English"
"1902","Kalyn","Variant spelling of English Kaylyn: girl","spelling","Variant","girl","Kaylyn","female","English"
"1903","Kalysta","English variant spelling of Latin Callista: most beautiful","variant spelling","English","most beautiful","Callista","female","Latin"
"1904","Kam","Short form of English Kameron: crooked nose","form","Short","crooked nose","Kameron","male","English"
"1905","Kamryn","English feminine form of Scottish unisex Cameron: crooked nose","feminine form","English","crooked nose","unisex Cameron","female","Scottish"
"1906","Kandace","English variant spelling of Greek Kandake: prince of servants","variant spelling","English","prince of servants","Kandake","female","Greek"
"1907","Kandi","Pet form of English Kandace: prince of servants","form","Pet","prince of servants","Kandace","female","English"
"1908","Karena","Variant spelling of English Carina: beloved","spelling","Variant","beloved","Carina","female","English"
"1909","Karenza","Variant spelling of English Kerensa: love","spelling","Variant","love","Kerensa","female","English"
"1910","Kari","Variant spelling of English Carrie: man","spelling","Variant","man","Carrie","female","English"
"1911","Karina","Variant spelling of English Carina: beloved","spelling","Variant","beloved","Carina","female","English"
"1912","Karissa","Variant spelling of English Charissa: grace","spelling","Variant","grace","Charissa","female","English"
"1913","Karla","Feminine form of German Karl: man","form","Feminine","man","Karl","female","German"
"1914","Karlee","Variant spelling of English Carlie: man","spelling","Variant","man","Carlie","female","English"
"1915","Karlene","Pet form of German Karla: man","form","Pet","man","Karla","female","German"
"1916","Karly","Variant spelling of English Carly: man","spelling","Variant","man","Carly","female","English"
"1917","Karolyn","English variant form of French Caroline: man","variant form","English","man","Caroline","female","French"
"1918","Karon","English variant spelling of Danish Karen: pure","variant spelling","English","pure","Karen","female","Danish"
"1919","Karrie","Variant spelling of English Carrie: man","spelling","Variant","man","Carrie","female","English"
"1920","Karyn","English variant spelling of Danish Karen: pure","variant spelling","English","pure","Karen","female","Danish"
"1921","Kasandra","English variant spelling of Latin Cassandra: she who entangles men","variant spelling","English","she who entangles men","Cassandra","female","Latin"
"1922","Kasey","Variant spelling of English unisex Casey: vigilant, wakeful","spelling","Variant","vigilant, wakeful","unisex Casey","female","English"
"1923","Kasey","Variant spelling of English unisex Casey: vigilant, wakeful","spelling","Variant","vigilant, wakeful","unisex Casey","male","English"
"1924","Kasper","English form of Spanish Gaspar: treasure bearer","form","English","treasure bearer","Gaspar","male","Spanish"
"1925","Kassia","English variant spelling of Latin Cassia: cassia","variant spelling","English","cassia","Cassia","female","Latin"
"1926","Kassidy","Variant spelling of English unisex Cassidy: curly(-headed)","spelling","Variant","curly(-headed)","unisex Cassidy","female","English"
"1927","Kassidy","Variant spelling of English unisex Cassidy: curly(-headed)","spelling","Variant","curly(-headed)","unisex Cassidy","male","English"
"1928","Kassy","Pet form of English Kassia: cassia","form","Pet","cassia","Kassia","female","English"
"1929","Kat","Pet form of English Katherine: pure","form","Pet","pure","Katherine","female","English"
"1930","Kate","Pet form of English Katherine: pure","form","Pet","pure","Katherine","female","English"
"1931","Katee","Variant spelling of English Katie: pure","spelling","Variant","pure","Katie","female","English"
"1932","Katelin","Variant spelling of English Kaitlin: pure","spelling","Variant","pure","Kaitlin","female","English"
"1933","Katelyn","Variant spelling of English Katelin: pure","spelling","Variant","pure","Katelin","female","English"
"1934","Katelynn","Variant spelling of English Katelyn: pure","spelling","Variant","pure","Katelyn","female","English"
"1935","Katey","Variant spelling of English Katie: pure","spelling","Variant","pure","Katie","female","English"
"1936","Kath","Short form of English Katherine: pure","form","Short","pure","Katherine","female","English"
"1937","Katharine","Variant spelling of English Katherine: pure","spelling","Variant","pure","Katherine","female","English"
"1938","Katharyn","Variant spelling of English Katherine: pure","spelling","Variant","pure","Katherine","female","English"
"1939","Katherine","English form of Latin Katherina: pure","form","English","pure","Katherina","female","Latin"
"1940","Katheryn","Variant spelling of English Katherine: pure","spelling","Variant","pure","Katherine","female","English"
"1941","Katheryne","Variant spelling of English Katherine: pure","spelling","Variant","pure","Katherine","female","English"
"1942","Kathi","Variant spelling of English Kathy: pure","spelling","Variant","pure","Kathy","female","English"
"1943","Kathie","Variant spelling of English Kathy: pure","spelling","Variant","pure","Kathy","female","English"
"1944","Kathlyn","Variant spelling of English Kathleen: pure","spelling","Variant","pure","Kathleen","female","English"
"1945","Kathryn","Variant spelling of English Katherine: pure","spelling","Variant","pure","Katherine","female","English"
"1946","Kathy","Pet form of English Katherine: pure","form","Pet","pure","Katherine","female","English"
"1947","Katie","Pet form of English Katherine: pure","form","Pet","pure","Katherine","female","English"
"1948","Katlyn","Variant spelling of English Kaitlin: pure","spelling","Variant","pure","Kaitlin","female","English"
"1949","Katrina","Variant spelling of English Catrina: pure","spelling","Variant","pure","Catrina","female","English"
"1950","Katryna","Variant spelling of English Katrina: pure","spelling","Variant","pure","Katrina","female","English"
"1951","Katy","Variant spelling of English Katie: pure","spelling","Variant","pure","Katie","female","English"
"1952","Kay","English form of Welsh Kai: lord","form","English","lord","Kai","male","Welsh"
"1953","Kayla","Variant form of English Kayley: slender","form","Variant","slender","Kayley","female","English"
"1954","Kayleah","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1955","Kaylee","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1956","Kayleigh","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1957","Kaylie","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1958","Kayly","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1959","Kaylyn","Variant spelling of English Kaylin: girl","spelling","Variant","girl","Kaylin","female","English"
"1960","Kaylynn","Variant spelling of English Kaylin: girl","spelling","Variant","girl","Kaylin","female","English"
"1961","Kean","Anglicized form of Irish Gaelic Cian: ancient, distant","form","Anglicized","ancient, distant","Gaelic Cian","male","Irish"
"1962","Keane","Variant spelling of English Kean: ancient, distant","spelling","Variant","ancient, distant","Kean","male","English"
"1963","Keara","Anglicized form of Irish Gaelic Ciara: little black one","form","Anglicized","little black one","Gaelic Ciara","female","Irish"
"1964","Keavy","Anglicized form of Irish Gaelic Caoimhe: beloved, comely","form","Anglicized","beloved, comely","Gaelic Caoimhe","female","Irish"
"1965","Keeleigh","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1966","Keelin","Variant spelling of English unisex Keelan: little companion","spelling","Variant","little companion","unisex Keelan","female","English"
"1967","Keelin","Variant spelling of English unisex Keelan: little companion","spelling","Variant","little companion","unisex Keelan","male","English"
"1968","Keely","Variant spelling of English Keeley: slender","spelling","Variant","slender","Keeley","female","English"
"1969","Keeva","Anglicized form of Irish Gaelic Caoimhe: beloved, comely","form","Anglicized","beloved, comely","Gaelic Caoimhe","female","Irish"
"1970","Kegan","Variant spelling of English Keegan: tiny little fire","spelling","Variant","tiny little fire","Keegan","male","English"
"1971","Keighley","Variant spelling of English Kayley: slender","spelling","Variant","slender","Kayley","female","English"
"1972","Keir","Variant spelling of English Kerr: from the marshland","spelling","Variant","from the marshland","Kerr","male","English"
"1973","Keira","Variant spelling of English Keara: little black one","spelling","Variant","little black one","Keara","female","English"
"1974","Keisha","Modern form of English Keziah: cassia","form","Modern","cassia","Keziah","female","English"
"1975","Keitha","English feminine form of Scottish Keith, probably: forest, wood","feminine form","English","forest, wood","Keith, probably","female","Scottish"
"1976","Keithia","Variant spelling of English Keitha, probably: forest, wood","spelling","Variant","forest, wood","Keitha, probably","female","English"
"1977","Kelan","Variant spelling of English unisex Keelan: little companion","spelling","Variant","little companion","unisex Keelan","female","English"
"1978","Kelan","Variant spelling of English unisex Keelan: little companion","spelling","Variant","little companion","unisex Keelan","male","English"
"1979","Kelcey","Variant spelling of English unisex Kelsey: ship-victory","spelling","Variant","ship-victory","unisex Kelsey","female","English"
"1980","Kelcey","Variant spelling of English unisex Kelsey: ship-victory","spelling","Variant","ship-victory","unisex Kelsey","male","English"
"1981","Kelia","Feminine variant spelling of English unisex Kelly: bright-headed","variant spelling","Feminine","bright-headed","unisex Kelly","female","English"
"1982","Kell","Short form of English unisex Kelly: bright-headed","form","Short","bright-headed","unisex Kelly","female","English"
"1983","Kell","Short form of English unisex Kelly: bright-headed","form","Short","bright-headed","unisex Kelly","male","English"
"1984","Kelleigh","Feminine form of English unisex Kelly: bright-headed","form","Feminine","bright-headed","unisex Kelly","female","English"
"1985","Kelley","Variant spelling of English unisex Kelly: bright-headed","spelling","Variant","bright-headed","unisex Kelly","female","English"
"1986","Kelley","Variant spelling of English unisex Kelly: bright-headed","spelling","Variant","bright-headed","unisex Kelly","male","English"
"1987","Kelli","Feminine form of English unisex Kelly: bright-headed","form","Feminine","bright-headed","unisex Kelly","female","English"
"1988","Kelly","Anglicized unisex form of Irish Gaelic Ceallach: bright-headed","unisex form","Anglicized","bright-headed","Gaelic Ceallach","female","Irish"
"1989","Kelly","Anglicized unisex form of Irish Gaelic Ceallach: bright-headed","unisex form","Anglicized","bright-headed","Gaelic Ceallach","male","Irish"
"1990","Kelsi","Feminine form of English unisex Kelsey: ship-victory","form","Feminine","ship-victory","unisex Kelsey","female","English"
"1991","Kelsie","Feminine form of English unisex Kelsey: ship-victory","form","Feminine","ship-victory","unisex Kelsey","female","English"
"1992","Kenan","Anglicized form of Hebrew Qeynan: possession","form","Anglicized","possession","Qeynan","male","Hebrew"
"1993","Kenaz","Anglicized form of Hebrew Qenaz: hunter","form","Anglicized","hunter","Qenaz","male","Hebrew"
"1994","Kenda","Feminine short form of English unisex Kendall: exalted effigy","short form","Feminine","exalted effigy","unisex Kendall","female","English"
"1995","Kendal","Variant spelling of English unisex Kendall: exalted effigy","spelling","Variant","exalted effigy","unisex Kendall","female","English"
"1996","Kendal","Variant spelling of English unisex Kendall: exalted effigy","spelling","Variant","exalted effigy","unisex Kendall","male","English"
"1997","Kendra","Feminine form of English Kendrick: keen power","form","Feminine","keen power","Kendrick","female","English"
"1998","Kenrick","Variant spelling of English Kendrick: keen power","spelling","Variant","keen power","Kendrick","male","English"
"1999","Kentigern","Anglicized form of Scottish Gaelic Ceanntighern: head lord","form","Anglicized","head lord","Gaelic Ceanntighern","male","Scottish"
"2000","Kenzie","Short form of Scottish unisex Mackenzie: comely, finely made","form","Short","comely, finely made","unisex Mackenzie","female","Scottish"
"2001","Kenzie","Short form of English unisex Mackenzie: comely, finely made","form","Short","comely, finely made","unisex Mackenzie","male","English"
"2002","Keren","Anglicized form of Hebrew Qeren: horn (of an animal)","form","Anglicized","horn (of an animal)","Qeren","female","Hebrew"
"2003","Keren-happuch","Anglicized form of Hebrew Qeren happuwk: horn of antimony","form","Anglicized","horn of antimony","Qeren happuwk","female","Hebrew"
"2004","Keren-hapuch","Variant spelling of English Keren-happuch: horn of antimony","spelling","Variant","horn of antimony","Keren-happuch","female","English"
"2005","Kerena","Variant form of English Keren: horn (of an animal)","form","Variant","horn (of an animal)","Keren","female","English"
"2006","Kerenhappuch","Variant spelling of English Keren-happuch: horn of antimony","spelling","Variant","horn of antimony","Keren-happuch","female","English"
"2007","Kerenhapuch","Variant spelling of English Keren-happuch: horn of antimony","spelling","Variant","horn of antimony","Keren-happuch","female","English"
"2008","Kerenza","Variant spelling of English Kerensa: love","spelling","Variant","love","Kerensa","female","English"
"2009","Keri","Feminine variant spelling of English unisex Kerry: Ciar's people","variant spelling","Feminine","Ciar's people","unisex Kerry","female","English"
"2010","Kermit","Anglicized form of Irish Gaelic Diarmaid: without envy","form","Anglicized","without envy","Gaelic Diarmaid","male","Irish"
"2011","Kerri","Feminine variant spelling of English unisex Kerry: Ciar's people","variant spelling","Feminine","Ciar's people","unisex Kerry","female","English"
"2012","Kerrie","Variant spelling of English unisex Kerry: Ciar's people","spelling","Variant","Ciar's people","unisex Kerry","female","English"
"2013","Kerrie","Variant spelling of English unisex Kerry: Ciar's people","spelling","Variant","Ciar's people","unisex Kerry","male","English"
"2014","Keshaun","Elaborated form of English Shaun: God is gracious","form","Elaborated","God is gracious","Shaun","male","English"
"2015","Keshawn","Elaborated form of English Shawn: God is gracious","form","Elaborated","God is gracious","Shawn","male","English"
"2016","Keshia","Variant form of English Keisha: cassia","form","Variant","cassia","Keisha","female","English"
"2017","Keturah","Anglicized form of Hebrew Qetuwrah: incense","form","Anglicized","incense","Qetuwrah","female","Hebrew"
"2018","Ketzia","Variant spelling of English Kezia: cassia","spelling","Variant","cassia","Kezia","female","English"
"2019","Kevan","Variant spelling of English Kevin: little comely one","spelling","Variant","little comely one","Kevin","male","English"
"2020","Kevyn","Variant spelling of English Kevin: little comely one","spelling","Variant","little comely one","Kevin","male","English"
"2021","Keysha","Variant spelling of English Keisha: cassia","spelling","Variant","cassia","Keisha","female","English"
"2022","Kezia","Anglicized form of Hebrew Qetsiyah: cassia","form","Anglicized","cassia","Qetsiyah","female","Hebrew"
"2023","Keziah","Variant spelling of English Kezia: cassia","spelling","Variant","cassia","Kezia","female","English"
"2024","Kian","Anglicized form of Irish Gaelic Cian: ancient, distant","form","Anglicized","ancient, distant","Gaelic Cian","male","Irish"
"2025","Kiara","Anglicized form of Irish Gaelic Ciara: little black one","form","Anglicized","little black one","Gaelic Ciara","female","Irish"
"2026","Kiarra","Variant spelling of English Kiara: little black one","spelling","Variant","little black one","Kiara","female","English"
"2027","Kiera","Variant spelling of English Kiara: little black one","spelling","Variant","little black one","Kiara","female","English"
"2028","Kieran","Variant spelling of English Kiaran: little black one","spelling","Variant","little black one","Kiaran","male","English"
"2029","Kieron","Variant spelling of English Kiaran: little black one","spelling","Variant","little black one","Kiaran","male","English"
"2030","Kierra","Variant spelling of English Kiara: little black one","spelling","Variant","little black one","Kiara","female","English"
"2031","Kiley","Variant spelling of English Kylie: slender","spelling","Variant","slender","Kylie","female","English"
"2032","Kilie","Variant spelling of English Kylie: slender","spelling","Variant","slender","Kylie","female","English"
"2033","Killian","Variant spelling of English Killeen: little warrior","spelling","Variant","little warrior","Killeen","male","English"
"2034","Kim","Short form of English unisex Kimberley: King's City Meadow","form","Short","King's City Meadow","unisex Kimberley","female","English"
"2035","Kim","Short form of English unisex Kimberley: King's City Meadow","form","Short","King's City Meadow","unisex Kimberley","male","English"
"2036","Kimberlee","Feminine form of English unisex Kimberley: King's City Meadow","form","Feminine","King's City Meadow","unisex Kimberley","female","English"
"2037","Kimberleigh","Feminine form of English unisex Kimberley: King's City Meadow","form","Feminine","King's City Meadow","unisex Kimberley","female","English"
"2038","Kimberly","Feminine form of English unisex Kimberley: King's City Meadow","form","Feminine","King's City Meadow","unisex Kimberley","female","English"
"2039","Kimbra","Pet form of English Kimberly: King's City Meadow","form","Pet","King's City Meadow","Kimberly","female","English"
"2040","Kimmy","Pet form of English Kimberly: King's City Meadow","form","Pet","King's City Meadow","Kimberly","female","English"
"2041","Kinborough","Medieval English form of Anglo-Saxon Cyneburga: royal fortress","form","Medieval English","royal fortress","Cyneburga","female","Anglo-Saxon"
"2042","Kip","Variant spelling of Middle English Kipp: fat man","spelling","Variant","fat man","English Kipp","male","Middle"
"2043","Kirsteen","Variant spelling of Scottish Kirstin: believer","spelling","Variant","believer","Kirstin","female","Scottish"
"2044","Kirstie","Pet form of Scottish Kirstin: believer","form","Pet","believer","Kirstin","female","Scottish"
"2045","Kirstin","Variant spelling of Scottish Kirstine: believer","spelling","Variant","believer","Kirstine","female","Scottish"
"2046","Kirstine","Scottish form of Latin Christina: believer","form","Scottish","believer","Christina","female","Latin"
"2047","Kirsty","Pet form of Scottish Kirstine: believer","form","Pet","believer","Kirstine","female","Scottish"
"2048","Kisha","Variant spelling of English Keisha: cassia","spelling","Variant","cassia","Keisha","female","English"
"2049","Kit","Pet form of English Katherine: pure","form","Pet","pure","Katherine","female","English"
"2050","Kit","Pet form of English Christopher: Christ-bearer","form","Pet","Christ-bearer","Christopher","male","English"
"2051","Kitti","Variant spelling of English Kitty: pure","spelling","Variant","pure","Kitty","female","English"
"2052","Kitty","Pet form of English Katherine: pure","form","Pet","pure","Katherine","female","English"
"2053","Kizzie","Pet form of English Keziah: cassia","form","Pet","cassia","Keziah","female","English"
"2054","Kizzy","Variant spelling of English Kizzie: cassia","spelling","Variant","cassia","Kizzie","female","English"
"2055","Klara","English form of Latin Clara: clear, bright","form","English","clear, bright","Clara","female","Latin"
"2056","Klaudia","English variant spelling of Roman Latin Claudia: lame","variant spelling","English","lame","Latin Claudia","female","Roman"
"2057","Kodey","Variant spelling of English unisex Kody: helper","spelling","Variant","helper","unisex Kody","female","English"
"2058","Kodey","Variant spelling of English unisex Kody: helper","spelling","Variant","helper","unisex Kody","male","English"
"2059","Kody","Variant spelling of English unisex Cody: helper","spelling","Variant","helper","unisex Cody","female","English"
"2060","Kody","Variant spelling of English unisex Cody: helper","spelling","Variant","helper","unisex Cody","male","English"
"2061","Kohath","Anglicized form of Hebrew Qehath: assembly","form","Anglicized","assembly","Qehath","male","Hebrew"
"2062","Kolby","Variant spelling of English Colby: coal settlement","spelling","Variant","coal settlement","Colby","male","English"
"2063","Kole","Variant spelling of English Cole: coal-black, swarthy","spelling","Variant","coal-black, swarthy","Cole","male","English"
"2064","Kolleen","Variant spelling of English Colleen: girl","spelling","Variant","girl","Colleen","female","English"
"2065","Kolman","Variant spelling of English Colman: dove","spelling","Variant","dove","Colman","male","English"
"2066","Konnor","Variant spelling of English Connor: hound-lover","spelling","Variant","hound-lover","Connor","male","English"
"2067","Korah","Anglicized form of Hebrew Qorach: bald","form","Anglicized","bald","Qorach","male","Hebrew"
"2068","Korbin","Modern variant spelling of Middle English and Old French Corbin: little crow","variant spelling","Modern","little crow","English and Old French Corbin","male","Middle"
"2069","Korey","Variant spelling of English Corey: deep hollow, ravine","spelling","Variant","deep hollow, ravine","Corey","male","English"
"2070","Kori","Variant spelling of English Korey: deep hollow, ravine","spelling","Variant","deep hollow, ravine","Korey","male","English"
"2071","Korrine","English variant spelling of French Corinne: maiden","variant spelling","English","maiden","Corinne","female","French"
"2072","Kortney","Variant spelling of English unisex Courtney: short nose","spelling","Variant","short nose","unisex Courtney","female","English"
"2073","Kortney","Variant spelling of English unisex Courtney: short nose","spelling","Variant","short nose","unisex Courtney","male","English"
"2074","Kory","Variant spelling of English Korey: deep hollow, ravine","spelling","Variant","deep hollow, ravine","Korey","male","English"
"2075","Kourtney","Variant spelling of English unisex Courtney: short nose","spelling","Variant","short nose","unisex Courtney","female","English"
"2076","Kourtney","Variant spelling of English unisex Courtney: short nose","spelling","Variant","short nose","unisex Courtney","male","English"
"2077","Krissy","Variant spelling of English Chrissy: believer","spelling","Variant","believer","Chrissy","female","English"
"2078","Krista","Variant spelling of Latin Christa: believer","spelling","Variant","believer","Christa","female","Latin"
"2079","Kristal","Variant spelling of English Crystal: crystal, ice","spelling","Variant","crystal, ice","Crystal","female","English"
"2080","Kristeen","English form of French Christine: believer","form","English","believer","Christine","female","French"
"2081","Kristel","Variant spelling of English Crystal: crystal, ice","spelling","Variant","crystal, ice","Crystal","female","English"
"2082","Kristi","Variant spelling of English Kristy: believer","spelling","Variant","believer","Kristy","female","English"
"2083","Kristia","English variant spelling of French Christia: believer","variant spelling","English","believer","Christia","female","French"
"2084","Kristie","Variant spelling of English Kristy: believer","spelling","Variant","believer","Kristy","female","English"
"2085","Kristin","Short form of Scandinavian Kristina and English Kristina, both: believer","form","Short","believer","Kristina and English Kristina, both","female","Scandinavian"
"2086","Kristina","English variant spelling of Latin Christina: believer","variant spelling","English","believer","Christina","female","Latin"
"2087","Kristine","English variant spelling of French Christine: believer","variant spelling","English","believer","Christine","female","French"
"2088","Kristopher","Variant spelling of English Christopher: Christ-bearer","spelling","Variant","Christ-bearer","Christopher","male","English"
"2089","Kristy","Variant spelling of English Christy: believer","spelling","Variant","believer","Christy","female","English"
"2090","Krystal","Variant spelling of English Crystal: crystal, ice","spelling","Variant","crystal, ice","Crystal","female","English"
"2091","Krystelle","Variant spelling of English Crystal: crystal, ice","spelling","Variant","crystal, ice","Crystal","female","English"
"2092","Krysten","English variant spelling of German Kristen: believer","variant spelling","English","believer","Kristen","female","German"
"2093","Krystina","English variant spelling of Latin Christina: believer","variant spelling","English","believer","Christina","female","Latin"
"2094","Krystine","English variant spelling of French Christine: believer","variant spelling","English","believer","Christine","female","French"
"2095","Krystle","Variant spelling of English Crystal: crystal, ice","spelling","Variant","crystal, ice","Crystal","female","English"
"2096","Kurt","Short form of English Kurtis: courteous","form","Short","courteous","Kurtis","male","English"
"2097","Kurtis","Variant spelling of English Curtis: courteous","spelling","Variant","courteous","Curtis","male","English"
"2098","Kym","Feminine form of English unisex Kim: King's City Meadow","form","Feminine","King's City Meadow","unisex Kim","female","English"
"2099","Kyran","Variant spelling of English Kieran: little black one","spelling","Variant","little black one","Kieran","male","English"
"2100","Kyrsten","English form of Scottish Kirsten: believer","form","English","believer","Kirsten","female","Scottish"
"2101","Lacey","Variant spelling of English Lacy: lace-like","spelling","Variant","lace-like","Lacy","female","English"
"2102","Lacie","Variant spelling of English Lacy: lace-like","spelling","Variant","lace-like","Lacy","female","English"
"2103","Ladonna","Elaborated form of English Donna: lady","form","Elaborated","lady","Donna","female","English"
"2104","Lady","Pet form of English Adelaide: noble sort","form","Pet","noble sort","Adelaide","female","English"
"2105","Lagina","Modern elaborated form of English Gina: earth-worker, farmer","elaborated form","Modern","earth-worker, farmer","Gina","female","English"
"2106","Laidey","Variant spelling of English Lady: noble sort","spelling","Variant","noble sort","Lady","female","English"
"2107","Lainey","English pet form of French Elaine: torch","pet form","English","torch","Elaine","female","French"
"2108","Lakeisha","Elaborated form of English Keisha: cassia","form","Elaborated","cassia","Keisha","female","English"
"2109","Lakeshia","Variant spelling of English Lakeisha: cassia","spelling","Variant","cassia","Lakeisha","female","English"
"2110","Lakisha","Variant spelling of English Lakeisha: cassia","spelling","Variant","cassia","Lakeisha","female","English"
"2111","Lalla","English pet form of Greek Lalage: to babble","pet form","English","to babble","Lalage","female","Greek"
"2112","Lallie","English pet form of Greek Lalage: to babble","pet form","English","to babble","Lalage","female","Greek"
"2113","Lally","Variant spelling of English Lallie: to babble","spelling","Variant","to babble","Lallie","female","English"
"2114","Lambart","Variant form of English Lambert: land-bright","form","Variant","land-bright","Lambert","male","English"
"2115","Lana","Short form of Latin Alana: little rock","form","Short","little rock","Alana","female","Latin"
"2116","Laney","Variant spelling of English Lainey: torch","spelling","Variant","torch","Lainey","female","English"
"2117","Lanford","Variant spelling of English Langford: long river crossing","spelling","Variant","long river crossing","Langford","male","English"
"2118","Lara","English variant spelling of Latin Laura: laurel","variant spelling","English","laurel","Laura","female","Latin"
"2119","Laraine","English variant spelling of French Lorraine: land of the people of Lothar","variant spelling","English","land of the people of Lothar","Lorraine","female","French"
"2120","Lareyna","English elaborated form of French Lorraine: land of the people of Lothar","elaborated form","English","land of the people of Lothar","Lorraine","female","French"
"2121","Lari","English pet form of Latin Laura: laurel","pet form","English","laurel","Laura","female","Latin"
"2122","Larrie","Variant spelling of English Larry: of Laurentum","spelling","Variant","of Laurentum","Larry","male","English"
"2123","Larry","Pet form of English Laurence: of Laurentum","form","Pet","of Laurentum","Laurence","male","English"
"2124","Laryn","Variant spelling of English Lauren: of Laurentum","spelling","Variant","of Laurentum","Lauren","female","English"
"2125","Lashawn","Modern feminine form of English Shawn: God is gracious","feminine form","Modern","God is gracious","Shawn","female","English"
"2126","Lashay","Elaborated feminine form of English unisex Shay, probably: strong","feminine form","Elaborated","strong","unisex Shay, probably","female","English"
"2127","Lashonda","Elaborated form of English Shawna: God is gracious","form","Elaborated","God is gracious","Shawna","female","English"
